,vignette,recipient,source,duration,place,type
1056,a commercial location based service acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a shoe store,a commercial location based service,signal from mobile phone,about six months,a shoe store,location2
1057,a commercial location based service acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a shoe store,a commercial location based service,signal from mobile phone,a month,a shoe store,location2
1058,a commercial location based service acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a shoe store,a commercial location based service,signal from mobile phone,a few days,a shoe store,location2
1059,a commercial location based service acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a shoe store,a commercial location based service,signal from mobile phone,a few minutes,a shoe store,location2
1060,a commercial location based service acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at home,a commercial location based service,signal from mobile phone,a year,home,location2
1061,a commercial location based service acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at home,a commercial location based service,signal from mobile phone,about six months,home,location2
1062,a commercial location based service acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at home,a commercial location based service,signal from mobile phone,a month,home,location2
1063,a commercial location based service acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at home,a commercial location based service,signal from mobile phone,a few days,home,location2
1064,a commercial location based service acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at home,a commercial location based service,signal from mobile phone,a few minutes,home,location2
1065,a commercial location based service acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at work,a commercial location based service,signal from mobile phone,a year,work,location2
1066,a commercial location based service acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at work,a commercial location based service,signal from mobile phone,about six months,work,location2
1067,a commercial location based service acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at work,a commercial location based service,signal from mobile phone,a month,work,location2
1068,a commercial location based service acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at work,a commercial location based service,signal from mobile phone,a few days,work,location2
1069,a commercial location based service acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at work,a commercial location based service,signal from mobile phone,a few minutes,work,location2
1070,a commercial location based service acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at a medical clinic,a commercial location based service,signal from mobile phone,a year,a medical clinic,location2
1071,a commercial location based service acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a medical clinic,a commercial location based service,signal from mobile phone,about six months,a medical clinic,location2
1072,a commercial location based service acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a medical clinic,a commercial location based service,signal from mobile phone,a month,a medical clinic,location2
1073,a commercial location based service acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a medical clinic,a commercial location based service,signal from mobile phone,a few days,a medical clinic,location2
1074,a commercial location based service acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a medical clinic,a commercial location based service,signal from mobile phone,a few minutes,a medical clinic,location2
1075,a commercial location based service acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at a voting site,a commercial location based service,signal from mobile phone,a year,a voting site,location2
1076,a commercial location based service acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a voting site,a commercial location based service,signal from mobile phone,about six months,a voting site,location2
1077,a commercial location based service acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a voting site,a commercial location based service,signal from mobile phone,a month,a voting site,location2
1078,a commercial location based service acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a voting site,a commercial location based service,signal from mobile phone,a few days,a voting site,location2
1079,a commercial location based service acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a voting site,a commercial location based service,signal from mobile phone,a few minutes,a voting site,location2
1080,a commercial location based service acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a fitness app,a year,a restaurant or a cafe,location2
1081,a commercial location based service acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a fitness app,about six months,a restaurant or a cafe,location2
1082,a commercial location based service acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a fitness app,a month,a restaurant or a cafe,location2
1083,a commercial location based service acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a fitness app,a few days,a restaurant or a cafe,location2
1084,a commercial location based service acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a fitness app,a few minutes,a restaurant or a cafe,location2
1085,a commercial location based service acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at the mall,a commercial location based service,a fitness app,a year,the mall,location2
1086,a commercial location based service acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at the mall,a commercial location based service,a fitness app,about six months,the mall,location2
1087,a commercial location based service acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at the mall,a commercial location based service,a fitness app,a month,the mall,location2
1088,a commercial location based service acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at the mall,a commercial location based service,a fitness app,a few days,the mall,location2
1089,a commercial location based service acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at the mall,a commercial location based service,a fitness app,a few minutes,the mall,location2
1090,a commercial location based service acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a liquor store,a commercial location based service,a fitness app,a year,a liquor store,location2
1091,a commercial location based service acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a liquor store,a commercial location based service,a fitness app,about six months,a liquor store,location2
1092,a commercial location based service acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a liquor store,a commercial location based service,a fitness app,a month,a liquor store,location2
1093,a commercial location based service acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a liquor store,a commercial location based service,a fitness app,a few days,a liquor store,location2
1094,a commercial location based service acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a liquor store,a commercial location based service,a fitness app,a few minutes,a liquor store,location2
1095,a commercial location based service acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a shoe store,a commercial location based service,a fitness app,a year,a shoe store,location2
1096,a commercial location based service acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a shoe store,a commercial location based service,a fitness app,about six months,a shoe store,location2
1097,a commercial location based service acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a shoe store,a commercial location based service,a fitness app,a month,a shoe store,location2
1098,a commercial location based service acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a shoe store,a commercial location based service,a fitness app,a few days,a shoe store,location2
1099,a commercial location based service acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a shoe store,a commercial location based service,a fitness app,a few minutes,a shoe store,location2
1100,a commercial location based service acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at home,a commercial location based service,a fitness app,a year,home,location2
1101,a commercial location based service acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at home,a commercial location based service,a fitness app,about six months,home,location2
1102,a commercial location based service acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at home,a commercial location based service,a fitness app,a month,home,location2
1103,a commercial location based service acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at home,a commercial location based service,a fitness app,a few days,home,location2
1104,a commercial location based service acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at home,a commercial location based service,a fitness app,a few minutes,home,location2
1105,a commercial location based service acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at work,a commercial location based service,a fitness app,a year,work,location2
1106,a commercial location based service acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at work,a commercial location based service,a fitness app,about six months,work,location2
1107,a commercial location based service acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at work,a commercial location based service,a fitness app,a month,work,location2
1108,a commercial location based service acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at work,a commercial location based service,a fitness app,a few days,work,location2
1109,a commercial location based service acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at work,a commercial location based service,a fitness app,a few minutes,work,location2
1110,a commercial location based service acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a fitness app,a year,a medical clinic,location2
1111,a commercial location based service acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a fitness app,about six months,a medical clinic,location2
1112,a commercial location based service acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a fitness app,a month,a medical clinic,location2
1113,a commercial location based service acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a fitness app,a few days,a medical clinic,location2
1114,a commercial location based service acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a fitness app,a few minutes,a medical clinic,location2
1115,a commercial location based service acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a voting site,a commercial location based service,a fitness app,a year,a voting site,location2
1116,a commercial location based service acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a voting site,a commercial location based service,a fitness app,about six months,a voting site,location2
1117,a commercial location based service acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a voting site,a commercial location based service,a fitness app,a month,a voting site,location2
1118,a commercial location based service acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a voting site,a commercial location based service,a fitness app,a few days,a voting site,location2
1119,a commercial location based service acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a voting site,a commercial location based service,a fitness app,a few minutes,a voting site,location2
1120,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,from geo-tagged posts from social media,a year,a restaurant or a cafe,location2
1121,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,from geo-tagged posts from social media,about six months,a restaurant or a cafe,location2
1122,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,from geo-tagged posts from social media,a month,a restaurant or a cafe,location2
1123,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,from geo-tagged posts from social media,a few days,a restaurant or a cafe,location2
1124,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,from geo-tagged posts from social media,a few minutes,a restaurant or a cafe,location2
1125,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at the mall,a commercial location based service,from geo-tagged posts from social media,a year,the mall,location2
1126,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at the mall,a commercial location based service,from geo-tagged posts from social media,about six months,the mall,location2
1127,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at the mall,a commercial location based service,from geo-tagged posts from social media,a month,the mall,location2
1128,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at the mall,a commercial location based service,from geo-tagged posts from social media,a few days,the mall,location2
1129,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at the mall,a commercial location based service,from geo-tagged posts from social media,a few minutes,the mall,location2
1130,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a liquor store,a commercial location based service,from geo-tagged posts from social media,a year,a liquor store,location2
1131,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a liquor store,a commercial location based service,from geo-tagged posts from social media,about six months,a liquor store,location2
1132,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a liquor store,a commercial location based service,from geo-tagged posts from social media,a month,a liquor store,location2
1133,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a liquor store,a commercial location based service,from geo-tagged posts from social media,a few days,a liquor store,location2
1134,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a liquor store,a commercial location based service,from geo-tagged posts from social media,a few minutes,a liquor store,location2
1135,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a shoe store,a commercial location based service,from geo-tagged posts from social media,a year,a shoe store,location2
1136,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a shoe store,a commercial location based service,from geo-tagged posts from social media,about six months,a shoe store,location2
1137,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a shoe store,a commercial location based service,from geo-tagged posts from social media,a month,a shoe store,location2
1138,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a shoe store,a commercial location based service,from geo-tagged posts from social media,a few days,a shoe store,location2
1139,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a shoe store,a commercial location based service,from geo-tagged posts from social media,a few minutes,a shoe store,location2
1140,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at home,a commercial location based service,from geo-tagged posts from social media,a year,home,location2
1141,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at home,a commercial location based service,from geo-tagged posts from social media,about six months,home,location2
1142,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at home,a commercial location based service,from geo-tagged posts from social media,a month,home,location2
1143,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at home,a commercial location based service,from geo-tagged posts from social media,a few days,home,location2
1144,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at home,a commercial location based service,from geo-tagged posts from social media,a few minutes,home,location2
1145,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at work,a commercial location based service,from geo-tagged posts from social media,a year,work,location2
1146,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at work,a commercial location based service,from geo-tagged posts from social media,about six months,work,location2
1147,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at work,a commercial location based service,from geo-tagged posts from social media,a month,work,location2
1148,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at work,a commercial location based service,from geo-tagged posts from social media,a few days,work,location2
1149,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at work,a commercial location based service,from geo-tagged posts from social media,a few minutes,work,location2
1150,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a medical clinic,a commercial location based service,from geo-tagged posts from social media,a year,a medical clinic,location2
1151,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a medical clinic,a commercial location based service,from geo-tagged posts from social media,about six months,a medical clinic,location2
1152,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a medical clinic,a commercial location based service,from geo-tagged posts from social media,a month,a medical clinic,location2
1153,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a medical clinic,a commercial location based service,from geo-tagged posts from social media,a few days,a medical clinic,location2
1154,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a medical clinic,a commercial location based service,from geo-tagged posts from social media,a few minutes,a medical clinic,location2
1155,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a voting site,a commercial location based service,from geo-tagged posts from social media,a year,a voting site,location2
1156,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a voting site,a commercial location based service,from geo-tagged posts from social media,about six months,a voting site,location2
1157,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a voting site,a commercial location based service,from geo-tagged posts from social media,a month,a voting site,location2
1158,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a voting site,a commercial location based service,from geo-tagged posts from social media,a few days,a voting site,location2
1159,a commercial location based service acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a voting site,a commercial location based service,from geo-tagged posts from social media,a few minutes,a voting site,location2
1160,a commercial location based service acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a mapping app,a year,a restaurant or a cafe,location2
1161,a commercial location based service acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a mapping app,about six months,a restaurant or a cafe,location2
1162,a commercial location based service acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a mapping app,a month,a restaurant or a cafe,location2
1163,a commercial location based service acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a mapping app,a few days,a restaurant or a cafe,location2
1164,a commercial location based service acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe,a commercial location based service,a mapping app,a few minutes,a restaurant or a cafe,location2
1165,a commercial location based service acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at the mall,a commercial location based service,a mapping app,a year,the mall,location2
1166,a commercial location based service acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at the mall,a commercial location based service,a mapping app,about six months,the mall,location2
1167,a commercial location based service acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at the mall,a commercial location based service,a mapping app,a month,the mall,location2
1168,a commercial location based service acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at the mall,a commercial location based service,a mapping app,a few days,the mall,location2
1169,a commercial location based service acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at the mall,a commercial location based service,a mapping app,a few minutes,the mall,location2
1170,a commercial location based service acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a liquor store,a commercial location based service,a mapping app,a year,a liquor store,location2
1171,a commercial location based service acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a liquor store,a commercial location based service,a mapping app,about six months,a liquor store,location2
1172,a commercial location based service acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a liquor store,a commercial location based service,a mapping app,a month,a liquor store,location2
1173,a commercial location based service acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a liquor store,a commercial location based service,a mapping app,a few days,a liquor store,location2
1174,a commercial location based service acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a liquor store,a commercial location based service,a mapping app,a few minutes,a liquor store,location2
1175,a commercial location based service acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a shoe store,a commercial location based service,a mapping app,a year,a shoe store,location2
1176,a commercial location based service acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a shoe store,a commercial location based service,a mapping app,about six months,a shoe store,location2
1177,a commercial location based service acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a shoe store,a commercial location based service,a mapping app,a month,a shoe store,location2
1178,a commercial location based service acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a shoe store,a commercial location based service,a mapping app,a few days,a shoe store,location2
1179,a commercial location based service acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a shoe store,a commercial location based service,a mapping app,a few minutes,a shoe store,location2
1180,a commercial location based service acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at home,a commercial location based service,a mapping app,a year,home,location2
1181,a commercial location based service acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at home,a commercial location based service,a mapping app,about six months,home,location2
1182,a commercial location based service acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at home,a commercial location based service,a mapping app,a month,home,location2
1183,a commercial location based service acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at home,a commercial location based service,a mapping app,a few days,home,location2
1184,a commercial location based service acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at home,a commercial location based service,a mapping app,a few minutes,home,location2
1185,a commercial location based service acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at work,a commercial location based service,a mapping app,a year,work,location2
1186,a commercial location based service acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at work,a commercial location based service,a mapping app,about six months,work,location2
1187,a commercial location based service acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at work,a commercial location based service,a mapping app,a month,work,location2
1188,a commercial location based service acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at work,a commercial location based service,a mapping app,a few days,work,location2
1189,a commercial location based service acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at work,a commercial location based service,a mapping app,a few minutes,work,location2
1190,a commercial location based service acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a mapping app,a year,a medical clinic,location2
1191,a commercial location based service acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a mapping app,about six months,a medical clinic,location2
1192,a commercial location based service acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a mapping app,a month,a medical clinic,location2
1193,a commercial location based service acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a mapping app,a few days,a medical clinic,location2
1194,a commercial location based service acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a medical clinic,a commercial location based service,a mapping app,a few minutes,a medical clinic,location2
1195,a commercial location based service acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a voting site,a commercial location based service,a mapping app,a year,a voting site,location2
1196,a commercial location based service acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a voting site,a commercial location based service,a mapping app,about six months,a voting site,location2
1197,a commercial location based service acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a voting site,a commercial location based service,a mapping app,a month,a voting site,location2
1198,a commercial location based service acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a voting site,a commercial location based service,a mapping app,a few days,a voting site,location2
1199,a commercial location based service acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a voting site,a commercial location based service,a mapping app,a few minutes,a voting site,location2
1200,a family member acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe,a family member,license plate reader,a year,a restaurant or a cafe,location2
1201,a family member acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe,a family member,license plate reader,about six months,a restaurant or a cafe,location2
1202,a family member acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe,a family member,license plate reader,a month,a restaurant or a cafe,location2
1203,a family member acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe,a family member,license plate reader,a few days,a restaurant or a cafe,location2
1204,a family member acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe,a family member,license plate reader,a few minutes,a restaurant or a cafe,location2
1205,a family member acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at the mall,a family member,license plate reader,a year,the mall,location2
1206,a family member acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at the mall,a family member,license plate reader,about six months,the mall,location2
1207,a family member acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at the mall,a family member,license plate reader,a month,the mall,location2
1208,a family member acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at the mall,a family member,license plate reader,a few days,the mall,location2
1209,a family member acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at the mall,a family member,license plate reader,a few minutes,the mall,location2
1210,a family member acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at a liquor store,a family member,license plate reader,a year,a liquor store,location2
1211,a family member acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at a liquor store,a family member,license plate reader,about six months,a liquor store,location2
1212,a family member acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at a liquor store,a family member,license plate reader,a month,a liquor store,location2
1213,a family member acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at a liquor store,a family member,license plate reader,a few days,a liquor store,location2
1214,a family member acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at a liquor store,a family member,license plate reader,a few minutes,a liquor store,location2
1215,a family member acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at a shoe store,a family member,license plate reader,a year,a shoe store,location2
1216,a family member acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at a shoe store,a family member,license plate reader,about six months,a shoe store,location2
1217,a family member acquires location data from license plate reader for a period of a month and uses this data to figure out if a person was at a shoe store,a family member,license plate reader,a month,a shoe store,location2
1218,a family member acquires location data from license plate reader for a period of a few days and uses this data to figure out if a person was at a shoe store,a family member,license plate reader,a few days,a shoe store,location2
1219,a family member acquires location data from license plate reader for a period of a few minutes and uses this data to figure out if a person was at a shoe store,a family member,license plate reader,a few minutes,a shoe store,location2
1220,a family member acquires location data from license plate reader for a period of a year and uses this data to figure out if a person was at home,a family member,license plate reader,a year,home,location2
1221,a family member acquires location data from license plate reader for a period of about six months and uses this data to figure out if a person was at home,a family member,license plate reader,about six months,home,location2
