,vignette,recipient,source,duration,place,inference,type
1292,a family member acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,signal from mobile phone,a month,a liquor store,whether they have a drinking problem,location3
1293,a family member acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,signal from mobile phone,a few days,a liquor store,whether they have a drinking problem,location3
1294,a family member acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,signal from mobile phone,a few minutes,a liquor store,whether they have a drinking problem,location3
1295,a family member acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,signal from mobile phone,a year,a shoe store,how susceptible they are to show ads,location3
1296,a family member acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,signal from mobile phone,about six months,a shoe store,how susceptible they are to show ads,location3
1297,a family member acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,signal from mobile phone,a month,a shoe store,how susceptible they are to show ads,location3
1298,a family member acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,signal from mobile phone,a few days,a shoe store,how susceptible they are to show ads,location3
1299,a family member acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,signal from mobile phone,a few minutes,a shoe store,how susceptible they are to show ads,location3
1300,a family member acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,signal from mobile phone,a year,home,how often they spend the nigh away from home,location3
1301,a family member acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,signal from mobile phone,about six months,home,how often they spend the nigh away from home,location3
1302,a family member acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,signal from mobile phone,a month,home,how often they spend the nigh away from home,location3
1303,a family member acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,signal from mobile phone,a few days,home,how often they spend the nigh away from home,location3
1304,a family member acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,signal from mobile phone,a few minutes,home,how often they spend the nigh away from home,location3
1305,a family member acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,signal from mobile phone,a year,work,whether they are dedicated workers,location3
1306,a family member acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,signal from mobile phone,about six months,work,whether they are dedicated workers,location3
1307,a family member acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,signal from mobile phone,a month,work,whether they are dedicated workers,location3
1308,a family member acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,signal from mobile phone,a few days,work,whether they are dedicated workers,location3
1309,a family member acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,signal from mobile phone,a few minutes,work,whether they are dedicated workers,location3
1310,a family member acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,signal from mobile phone,a year,a medical clinic,whether they have a chronic illness,location3
1311,a family member acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,signal from mobile phone,about six months,a medical clinic,whether they have a chronic illness,location3
1312,a family member acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,signal from mobile phone,a month,a medical clinic,whether they have a chronic illness,location3
1313,a family member acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,signal from mobile phone,a few days,a medical clinic,whether they have a chronic illness,location3
1314,a family member acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,signal from mobile phone,a few minutes,a medical clinic,whether they have a chronic illness,location3
1315,a family member acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,signal from mobile phone,a year,a voting site,how regularly they vote,location3
1316,a family member acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,signal from mobile phone,about six months,a voting site,how regularly they vote,location3
1317,a family member acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,signal from mobile phone,a month,a voting site,how regularly they vote,location3
1318,a family member acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,signal from mobile phone,a few days,a voting site,how regularly they vote,location3
1319,a family member acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,signal from mobile phone,a few minutes,a voting site,how regularly they vote,location3
1320,a family member acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a fitness app,a year,a restaurant or a cafe,who your friends are,location3
1321,a family member acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a fitness app,about six months,a restaurant or a cafe,who your friends are,location3
1322,a family member acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a fitness app,a month,a restaurant or a cafe,who your friends are,location3
1323,a family member acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a fitness app,a few days,a restaurant or a cafe,who your friends are,location3
1324,a family member acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a fitness app,a few minutes,a restaurant or a cafe,who your friends are,location3
1325,a family member acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a fitness app,a year,the mall,whether they are active in their political beliefs in attending protests,location3
1326,a family member acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a fitness app,about six months,the mall,whether they are active in their political beliefs in attending protests,location3
1327,a family member acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a fitness app,a month,the mall,whether they are active in their political beliefs in attending protests,location3
1328,a family member acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a fitness app,a few days,the mall,whether they are active in their political beliefs in attending protests,location3
1329,a family member acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a fitness app,a few minutes,the mall,whether they are active in their political beliefs in attending protests,location3
1330,a family member acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a fitness app,a year,a liquor store,whether they have a drinking problem,location3
1331,a family member acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a fitness app,about six months,a liquor store,whether they have a drinking problem,location3
1332,a family member acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a fitness app,a month,a liquor store,whether they have a drinking problem,location3
1333,a family member acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a fitness app,a few days,a liquor store,whether they have a drinking problem,location3
1334,a family member acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a fitness app,a few minutes,a liquor store,whether they have a drinking problem,location3
1335,a family member acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a fitness app,a year,a shoe store,how susceptible they are to show ads,location3
1336,a family member acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a fitness app,about six months,a shoe store,how susceptible they are to show ads,location3
1337,a family member acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a fitness app,a month,a shoe store,how susceptible they are to show ads,location3
1338,a family member acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a fitness app,a few days,a shoe store,how susceptible they are to show ads,location3
1339,a family member acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a fitness app,a few minutes,a shoe store,how susceptible they are to show ads,location3
1340,a family member acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a fitness app,a year,home,how often they spend the nigh away from home,location3
1341,a family member acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a fitness app,about six months,home,how often they spend the nigh away from home,location3
1342,a family member acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a fitness app,a month,home,how often they spend the nigh away from home,location3
1343,a family member acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a fitness app,a few days,home,how often they spend the nigh away from home,location3
1344,a family member acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a fitness app,a few minutes,home,how often they spend the nigh away from home,location3
1345,a family member acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a fitness app,a year,work,whether they are dedicated workers,location3
1346,a family member acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a fitness app,about six months,work,whether they are dedicated workers,location3
1347,a family member acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a fitness app,a month,work,whether they are dedicated workers,location3
1348,a family member acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a fitness app,a few days,work,whether they are dedicated workers,location3
1349,a family member acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a fitness app,a few minutes,work,whether they are dedicated workers,location3
1350,a family member acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,a fitness app,a year,a medical clinic,whether they have a chronic illness,location3
1351,a family member acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,a fitness app,about six months,a medical clinic,whether they have a chronic illness,location3
1352,a family member acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,a fitness app,a month,a medical clinic,whether they have a chronic illness,location3
1353,a family member acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,a fitness app,a few days,a medical clinic,whether they have a chronic illness,location3
1354,a family member acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,a fitness app,a few minutes,a medical clinic,whether they have a chronic illness,location3
1355,a family member acquires location data from a fitness app for a period of a year and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,a fitness app,a year,a voting site,how regularly they vote,location3
1356,a family member acquires location data from a fitness app for a period of about six months and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,a fitness app,about six months,a voting site,how regularly they vote,location3
1357,a family member acquires location data from a fitness app for a period of a month and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,a fitness app,a month,a voting site,how regularly they vote,location3
1358,a family member acquires location data from a fitness app for a period of a few days and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,a fitness app,a few days,a voting site,how regularly they vote,location3
1359,a family member acquires location data from a fitness app for a period of a few minutes and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,a fitness app,a few minutes,a voting site,how regularly they vote,location3
1360,a family member acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,from geo-tagged posts from social media,a year,a restaurant or a cafe,who your friends are,location3
1361,a family member acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,from geo-tagged posts from social media,about six months,a restaurant or a cafe,who your friends are,location3
1362,a family member acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,from geo-tagged posts from social media,a month,a restaurant or a cafe,who your friends are,location3
1363,a family member acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,from geo-tagged posts from social media,a few days,a restaurant or a cafe,who your friends are,location3
1364,a family member acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,from geo-tagged posts from social media,a few minutes,a restaurant or a cafe,who your friends are,location3
1365,a family member acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,from geo-tagged posts from social media,a year,the mall,whether they are active in their political beliefs in attending protests,location3
1366,a family member acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,from geo-tagged posts from social media,about six months,the mall,whether they are active in their political beliefs in attending protests,location3
1367,a family member acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,from geo-tagged posts from social media,a month,the mall,whether they are active in their political beliefs in attending protests,location3
1368,a family member acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,from geo-tagged posts from social media,a few days,the mall,whether they are active in their political beliefs in attending protests,location3
1369,a family member acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,from geo-tagged posts from social media,a few minutes,the mall,whether they are active in their political beliefs in attending protests,location3
1370,a family member acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,from geo-tagged posts from social media,a year,a liquor store,whether they have a drinking problem,location3
1371,a family member acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,from geo-tagged posts from social media,about six months,a liquor store,whether they have a drinking problem,location3
1372,a family member acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,from geo-tagged posts from social media,a month,a liquor store,whether they have a drinking problem,location3
1373,a family member acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,from geo-tagged posts from social media,a few days,a liquor store,whether they have a drinking problem,location3
1374,a family member acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,from geo-tagged posts from social media,a few minutes,a liquor store,whether they have a drinking problem,location3
1375,a family member acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,from geo-tagged posts from social media,a year,a shoe store,how susceptible they are to show ads,location3
1376,a family member acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,from geo-tagged posts from social media,about six months,a shoe store,how susceptible they are to show ads,location3
1377,a family member acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,from geo-tagged posts from social media,a month,a shoe store,how susceptible they are to show ads,location3
1378,a family member acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,from geo-tagged posts from social media,a few days,a shoe store,how susceptible they are to show ads,location3
1379,a family member acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,from geo-tagged posts from social media,a few minutes,a shoe store,how susceptible they are to show ads,location3
1380,a family member acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,from geo-tagged posts from social media,a year,home,how often they spend the nigh away from home,location3
1381,a family member acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,from geo-tagged posts from social media,about six months,home,how often they spend the nigh away from home,location3
1382,a family member acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,from geo-tagged posts from social media,a month,home,how often they spend the nigh away from home,location3
1383,a family member acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,from geo-tagged posts from social media,a few days,home,how often they spend the nigh away from home,location3
1384,a family member acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,from geo-tagged posts from social media,a few minutes,home,how often they spend the nigh away from home,location3
1385,a family member acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,from geo-tagged posts from social media,a year,work,whether they are dedicated workers,location3
1386,a family member acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,from geo-tagged posts from social media,about six months,work,whether they are dedicated workers,location3
1387,a family member acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,from geo-tagged posts from social media,a month,work,whether they are dedicated workers,location3
1388,a family member acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,from geo-tagged posts from social media,a few days,work,whether they are dedicated workers,location3
1389,a family member acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,from geo-tagged posts from social media,a few minutes,work,whether they are dedicated workers,location3
1390,a family member acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,from geo-tagged posts from social media,a year,a medical clinic,whether they have a chronic illness,location3
1391,a family member acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,from geo-tagged posts from social media,about six months,a medical clinic,whether they have a chronic illness,location3
1392,a family member acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,from geo-tagged posts from social media,a month,a medical clinic,whether they have a chronic illness,location3
1393,a family member acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,from geo-tagged posts from social media,a few days,a medical clinic,whether they have a chronic illness,location3
1394,a family member acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,from geo-tagged posts from social media,a few minutes,a medical clinic,whether they have a chronic illness,location3
1395,a family member acquires location data from from geo-tagged posts from social media for a period of a year and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,from geo-tagged posts from social media,a year,a voting site,how regularly they vote,location3
1396,a family member acquires location data from from geo-tagged posts from social media for a period of about six months and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,from geo-tagged posts from social media,about six months,a voting site,how regularly they vote,location3
1397,a family member acquires location data from from geo-tagged posts from social media for a period of a month and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,from geo-tagged posts from social media,a month,a voting site,how regularly they vote,location3
1398,a family member acquires location data from from geo-tagged posts from social media for a period of a few days and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,from geo-tagged posts from social media,a few days,a voting site,how regularly they vote,location3
1399,a family member acquires location data from from geo-tagged posts from social media for a period of a few minutes and uses this data to figure out if a person was at a voting site and how regularly they vote,a family member,from geo-tagged posts from social media,a few minutes,a voting site,how regularly they vote,location3
1400,a family member acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a mapping app,a year,a restaurant or a cafe,who your friends are,location3
1401,a family member acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a mapping app,about six months,a restaurant or a cafe,who your friends are,location3
1402,a family member acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a mapping app,a month,a restaurant or a cafe,who your friends are,location3
1403,a family member acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a mapping app,a few days,a restaurant or a cafe,who your friends are,location3
1404,a family member acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe and who your friends are,a family member,a mapping app,a few minutes,a restaurant or a cafe,who your friends are,location3
1405,a family member acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a mapping app,a year,the mall,whether they are active in their political beliefs in attending protests,location3
1406,a family member acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a mapping app,about six months,the mall,whether they are active in their political beliefs in attending protests,location3
1407,a family member acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a mapping app,a month,the mall,whether they are active in their political beliefs in attending protests,location3
1408,a family member acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a mapping app,a few days,the mall,whether they are active in their political beliefs in attending protests,location3
1409,a family member acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at the mall and whether they are active in their political beliefs in attending protests,a family member,a mapping app,a few minutes,the mall,whether they are active in their political beliefs in attending protests,location3
1410,a family member acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a mapping app,a year,a liquor store,whether they have a drinking problem,location3
1411,a family member acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a mapping app,about six months,a liquor store,whether they have a drinking problem,location3
1412,a family member acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a mapping app,a month,a liquor store,whether they have a drinking problem,location3
1413,a family member acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a mapping app,a few days,a liquor store,whether they have a drinking problem,location3
1414,a family member acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a liquor store and whether they have a drinking problem,a family member,a mapping app,a few minutes,a liquor store,whether they have a drinking problem,location3
1415,a family member acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a mapping app,a year,a shoe store,how susceptible they are to show ads,location3
1416,a family member acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a mapping app,about six months,a shoe store,how susceptible they are to show ads,location3
1417,a family member acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a mapping app,a month,a shoe store,how susceptible they are to show ads,location3
1418,a family member acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a mapping app,a few days,a shoe store,how susceptible they are to show ads,location3
1419,a family member acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at a shoe store and how susceptible they are to show ads,a family member,a mapping app,a few minutes,a shoe store,how susceptible they are to show ads,location3
1420,a family member acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a mapping app,a year,home,how often they spend the nigh away from home,location3
1421,a family member acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a mapping app,about six months,home,how often they spend the nigh away from home,location3
1422,a family member acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a mapping app,a month,home,how often they spend the nigh away from home,location3
1423,a family member acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a mapping app,a few days,home,how often they spend the nigh away from home,location3
1424,a family member acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at home and how often they spend the nigh away from home,a family member,a mapping app,a few minutes,home,how often they spend the nigh away from home,location3
1425,a family member acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a mapping app,a year,work,whether they are dedicated workers,location3
1426,a family member acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a mapping app,about six months,work,whether they are dedicated workers,location3
1427,a family member acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a mapping app,a month,work,whether they are dedicated workers,location3
1428,a family member acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a mapping app,a few days,work,whether they are dedicated workers,location3
1429,a family member acquires location data from a mapping app for a period of a few minutes and uses this data to figure out if a person was at work and whether they are dedicated workers,a family member,a mapping app,a few minutes,work,whether they are dedicated workers,location3
1430,a family member acquires location data from a mapping app for a period of a year and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,a mapping app,a year,a medical clinic,whether they have a chronic illness,location3
1431,a family member acquires location data from a mapping app for a period of about six months and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,a mapping app,about six months,a medical clinic,whether they have a chronic illness,location3
1432,a family member acquires location data from a mapping app for a period of a month and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,a mapping app,a month,a medical clinic,whether they have a chronic illness,location3
1433,a family member acquires location data from a mapping app for a period of a few days and uses this data to figure out if a person was at a medical clinic and whether they have a chronic illness,a family member,a mapping app,a few days,a medical clinic,whether they have a chronic illness,location3
