,vignette,sender,infotype,recipient,transmission,type
1457,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a toy robot,its owner's child's heart rate,a third-party service provider,if its owner has given verifiable consent,coppa
1458,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a toy robot,its owner's child's heart rate,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
1459,"a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy robot,its owner's child's heart rate,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1460,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a toy robot,its owner's child's heart rate,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
1461,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if the information is kept confidential,a toy robot,its owner's child's heart rate,a third-party service provider,if the information is kept confidential,coppa
1462,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if the information is kept secure,a toy robot,its owner's child's heart rate,a third-party service provider,if the information is kept secure,coppa
1463,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy robot,its owner's child's heart rate,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1464,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if the information is deleted,a toy robot,its owner's child's heart rate,a third-party service provider,if the information is deleted,coppa
1465,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy robot,its owner's child's heart rate,a third-party service provider,if the information is used to protect a child's safety,coppa
1466,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy robot,its owner's child's heart rate,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
1467,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy robot,its owner's child's heart rate,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
1468,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy robot,its owner's child's heart rate,a third-party service provider,if the information is used to serve contextual ads,coppa
1469,a toy robot records its owner's child's heart rate which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy robot,its owner's child's heart rate,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
1470,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if its privacy policy permits it,a toy robot,its owner's child's frequently asked questions,its manufacturer,if its privacy policy permits it,coppa
1471,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a toy robot,its owner's child's frequently asked questions,its manufacturer,if its owner is directly notified before the information was collected,coppa
1472,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a toy robot,its owner's child's frequently asked questions,its manufacturer,if its owner has given verifiable consent,coppa
1473,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a toy robot,its owner's child's frequently asked questions,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
1474,"a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy robot,its owner's child's frequently asked questions,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1475,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a toy robot,its owner's child's frequently asked questions,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
1476,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if the information is kept confidential,a toy robot,its owner's child's frequently asked questions,its manufacturer,if the information is kept confidential,coppa
1477,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if the information is kept secure,a toy robot,its owner's child's frequently asked questions,its manufacturer,if the information is kept secure,coppa
1478,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy robot,its owner's child's frequently asked questions,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1479,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if the information is deleted,a toy robot,its owner's child's frequently asked questions,its manufacturer,if the information is deleted,coppa
1480,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a toy robot,its owner's child's frequently asked questions,its manufacturer,if the information is used to protect a child's safety,coppa
1481,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a toy robot,its owner's child's frequently asked questions,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
1482,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a toy robot,its owner's child's frequently asked questions,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
1483,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a toy robot,its owner's child's frequently asked questions,its manufacturer,if the information is used to serve contextual ads,coppa
1484,a toy robot records its owner's child's frequently asked questions which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy robot,its owner's child's frequently asked questions,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
1485,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if its privacy policy permits it,coppa
1486,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if its owner is directly notified before the information was collected,coppa
1487,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if its owner has given verifiable consent,coppa
1488,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
1489,"a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy robot,its owner's child's frequently asked questions,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1490,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
1491,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if the information is kept confidential,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if the information is kept confidential,coppa
1492,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if the information is kept secure,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if the information is kept secure,coppa
1493,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1494,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if the information is deleted,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if the information is deleted,coppa
1495,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if the information is used to protect a child's safety,coppa
1496,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
1497,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
1498,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if the information is used to serve contextual ads,coppa
1499,a toy robot records its owner's child's frequently asked questions which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy robot,its owner's child's frequently asked questions,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
1500,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if its privacy policy permits it,a toy robot,the times its owner's child is home,its manufacturer,if its privacy policy permits it,coppa
1501,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a toy robot,the times its owner's child is home,its manufacturer,if its owner is directly notified before the information was collected,coppa
1502,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a toy robot,the times its owner's child is home,its manufacturer,if its owner has given verifiable consent,coppa
1503,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a toy robot,the times its owner's child is home,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
1504,"a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy robot,the times its owner's child is home,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1505,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a toy robot,the times its owner's child is home,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
1506,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if the information is kept confidential,a toy robot,the times its owner's child is home,its manufacturer,if the information is kept confidential,coppa
1507,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if the information is kept secure,a toy robot,the times its owner's child is home,its manufacturer,if the information is kept secure,coppa
1508,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy robot,the times its owner's child is home,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1509,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if the information is deleted,a toy robot,the times its owner's child is home,its manufacturer,if the information is deleted,coppa
1510,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a toy robot,the times its owner's child is home,its manufacturer,if the information is used to protect a child's safety,coppa
1511,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a toy robot,the times its owner's child is home,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
1512,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a toy robot,the times its owner's child is home,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
1513,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a toy robot,the times its owner's child is home,its manufacturer,if the information is used to serve contextual ads,coppa
1514,a toy robot records the times its owner's child is home which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy robot,the times its owner's child is home,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
1515,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a toy robot,the times its owner's child is home,a third-party service provider,if its privacy policy permits it,coppa
1516,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a toy robot,the times its owner's child is home,a third-party service provider,if its owner is directly notified before the information was collected,coppa
1517,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a toy robot,the times its owner's child is home,a third-party service provider,if its owner has given verifiable consent,coppa
1518,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a toy robot,the times its owner's child is home,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
1519,"a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy robot,the times its owner's child is home,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1520,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a toy robot,the times its owner's child is home,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
1521,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is kept confidential,a toy robot,the times its owner's child is home,a third-party service provider,if the information is kept confidential,coppa
1522,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is kept secure,a toy robot,the times its owner's child is home,a third-party service provider,if the information is kept secure,coppa
1523,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy robot,the times its owner's child is home,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1524,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is deleted,a toy robot,the times its owner's child is home,a third-party service provider,if the information is deleted,coppa
1525,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy robot,the times its owner's child is home,a third-party service provider,if the information is used to protect a child's safety,coppa
1526,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy robot,the times its owner's child is home,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
1527,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy robot,the times its owner's child is home,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
1528,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy robot,the times its owner's child is home,a third-party service provider,if the information is used to serve contextual ads,coppa
1529,a toy robot records the times its owner's child is home which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy robot,the times its owner's child is home,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
1530,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if its privacy policy permits it,a toy robot,the times it is used,its manufacturer,if its privacy policy permits it,coppa
1531,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a toy robot,the times it is used,its manufacturer,if its owner is directly notified before the information was collected,coppa
1532,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a toy robot,the times it is used,its manufacturer,if its owner has given verifiable consent,coppa
1533,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a toy robot,the times it is used,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
1534,"a toy robot records the times it is used which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy robot,the times it is used,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1535,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a toy robot,the times it is used,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
1536,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if the information is kept confidential,a toy robot,the times it is used,its manufacturer,if the information is kept confidential,coppa
1537,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if the information is kept secure,a toy robot,the times it is used,its manufacturer,if the information is kept secure,coppa
1538,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy robot,the times it is used,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1539,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if the information is deleted,a toy robot,the times it is used,its manufacturer,if the information is deleted,coppa
1540,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a toy robot,the times it is used,its manufacturer,if the information is used to protect a child's safety,coppa
1541,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a toy robot,the times it is used,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
1542,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a toy robot,the times it is used,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
1543,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a toy robot,the times it is used,its manufacturer,if the information is used to serve contextual ads,coppa
1544,a toy robot records the times it is used which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy robot,the times it is used,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
1545,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a toy robot,the times it is used,a third-party service provider,if its privacy policy permits it,coppa
1546,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a toy robot,the times it is used,a third-party service provider,if its owner is directly notified before the information was collected,coppa
1547,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a toy robot,the times it is used,a third-party service provider,if its owner has given verifiable consent,coppa
1548,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a toy robot,the times it is used,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
1549,"a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy robot,the times it is used,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1550,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a toy robot,the times it is used,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
1551,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if the information is kept confidential,a toy robot,the times it is used,a third-party service provider,if the information is kept confidential,coppa
1552,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if the information is kept secure,a toy robot,the times it is used,a third-party service provider,if the information is kept secure,coppa
1553,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy robot,the times it is used,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1554,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if the information is deleted,a toy robot,the times it is used,a third-party service provider,if the information is deleted,coppa
1555,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy robot,the times it is used,a third-party service provider,if the information is used to protect a child's safety,coppa
1556,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy robot,the times it is used,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
1557,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy robot,the times it is used,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
1558,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy robot,the times it is used,a third-party service provider,if the information is used to serve contextual ads,coppa
1559,a toy robot records the times it is used which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy robot,the times it is used,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
1560,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its privacy policy permits it,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if its privacy policy permits it,coppa
1561,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its owner is directly notified before the information was collected,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if its owner is directly notified before the information was collected,coppa
1562,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its owner has given verifiable consent,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if its owner has given verifiable consent,coppa
1563,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its owner has given verifiable consent before the information was collected,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if its owner has given verifiable consent before the information was collected,coppa
1564,"a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy robot,its owner's child's frequently traveled routes,its manufacturer,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1565,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if it implements reasonable procedures to protect the information collected,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if it implements reasonable procedures to protect the information collected,coppa
1566,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is kept confidential,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if the information is kept confidential,coppa
1567,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is kept secure,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if the information is kept secure,coppa
1568,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1569,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is deleted,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if the information is deleted,coppa
1570,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is used to protect a child's safety,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if the information is used to protect a child's safety,coppa
1571,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is used to provide support for internal operations of the device,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if the information is used to provide support for internal operations of the device,coppa
1572,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is used to maintain or analyze the function of the device,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if the information is used to maintain or analyze the function of the device,coppa
1573,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if the information is used to serve contextual ads,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if the information is used to serve contextual ads,coppa
1574,a toy robot records its owner's child's frequently traveled routes which is sent to its manufacturer under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy robot,its owner's child's frequently traveled routes,its manufacturer,if it complies with the Children's Online Privacy Protection Rule,coppa
1575,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its privacy policy permits it,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if its privacy policy permits it,coppa
1576,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its owner is directly notified before the information was collected,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if its owner is directly notified before the information was collected,coppa
1577,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if its owner has given verifiable consent,coppa
1578,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its owner has given verifiable consent before the information was collected,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if its owner has given verifiable consent before the information was collected,coppa
1579,"a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if its owner can at any time revoke their consent, review or delete the information collected",a toy robot,its owner's child's frequently traveled routes,a third-party service provider,"if its owner can at any time revoke their consent, review or delete the information collected",coppa
1580,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if it implements reasonable procedures to protect the information collected,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if it implements reasonable procedures to protect the information collected,coppa
1581,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is kept confidential,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if the information is kept confidential,coppa
1582,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is kept secure,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if the information is kept secure,coppa
1583,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if the information is stored for as long as is reasonably necessary for the purpose for which it was collected,coppa
1584,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is deleted,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if the information is deleted,coppa
1585,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is used to protect a child's safety,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if the information is used to protect a child's safety,coppa
1586,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is used to provide support for internal operations of the device,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if the information is used to provide support for internal operations of the device,coppa
1587,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is used to maintain or analyze the function of the device,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if the information is used to maintain or analyze the function of the device,coppa
1588,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if the information is used to serve contextual ads,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if the information is used to serve contextual ads,coppa
1589,a toy robot records its owner's child's frequently traveled routes which is sent to a third-party service provider under the following condition: if it complies with the Children's Online Privacy Protection Rule,a toy robot,its owner's child's frequently traveled routes,a third-party service provider,if it complies with the Children's Online Privacy Protection Rule,coppa
